Левандовски	7.545582299330136
Гнабри	6.865398016948478
Мюллер	6.223412870999062
Дэвис	5.824473550685145
Холанд	7.083252897985617
Санчо	6.533027892944805
Азар	4.919207597493361
Хуммельс	4.666901119985433
Вернер	7.329893655156082
Нкунку	6.959995894113596
Забитцер	5.278627107851481
Анхелиньо	5.785593231686592
Плеа	4.597716234621191
Тюрам	4.0753369705782205
Эмболо	4.402782627522534
Лайнер	3.950459445370263
Раман	2.815436009163241
Бугшдталер	2.8791570633686794
МакКенни	2.414430100837989
Кенни	2.424431783551584
Арнольд	3.3329869270812367
Мехмеди	3.1943450209492523
Брекало	4.330033469159025
Мбабу	4.249872548533758
Петерсен	2.4027971385840146
Хёлер	2.1579805045066727
Грифо	2.801390629034801
Гюнтер	2.4187455372538276
Баумгартнер	6.2567929562345155
Даббур	4.106048317317896
Бебу	3.3702340152624184
Сков	4.942336416186816
Кордоба	4.5740694214812745
Утт	6.867522849576266
Кайнц	5.370953606499889
Эгизибе	4.099364746142928
Бюльтер	2.0838101529726325
Польтер	3.035284967489886
Гентнер	1.743869135009244
Триммель	2.077653398983727
Костич	4.001528093592989
Силва	4.828935965109089
Камада	3.582296925669149
Хинтерегер	3.9873514322321233
Пьонтек	5.090760129938005
Куньо	3.9598195487234853
Дарида	3.4289335694659258
Миттельштадт	3.089643865424936
Нидерлехтнер	4.369868800567058
Макс	3.325248112155939
Рихтер	4.027981612186032
Йедвай	2.9329645563396722
Куасон	3.6356350651583655
Онисиву	3.6246145100946556
Салаи	3.2861181369403654
Ниахате	2.8967689749951666
Караман	4.791693265686769
Томми	4.87011394160487
Штоггер	3.742337385435381
Айхан	4.636023433875455
Србени	3.394964743591539
Прёгер	3.4423875206631105
Мичел	3.7416215011618914
Коллинз	2.765415645735479
